20170102 020100;11415.750000;11420.750000;11415.750000;11420.750000;0
20170102 020200;11420.500000;11423.250000;11419.750000;11423.250000;0
20170102 020300;11422.750000;11423.500000;11420.750000;11422.000000;0
20170102 020400;11421.500000;11433.000000;11421.500000;11432.500000;0
20170102 020500;11433.500000;11438.750000;11433.000000;11437.500000;0
20170102 020600;11437.250000;11442.750000;11437.000000;11442.750000;0
20170102 020700;11441.500000;11444.000000;11439.500000;11442.250000;0
20170102 020800;11442.500000;11445.000000;11442.000000;11443.250000;0
20170102 020900;11443.000000;11443.000000;11440.000000;11440.000000;0
20170102 021000;11440.500000;11442.250000;11440.250000;11441.750000;0
20170102 021100;11441.500000;11441.750000;11439.000000;11439.000000;0
20170102 021200;11438.750000;11439.000000;11436.750000;11437.750000;0
20170102 021300;11437.500000;11438.000000;11437.000000;11437.500000;0
20170102 021400;11437.250000;11437.500000;11436.500000;11437.500000;0
20170102 021500;11437.000000;11438.000000;11437.000000;11438.000000;0
20170102 021600;11437.750000;11438.000000;11437.500000;11437.750000;0
20170102 021700;11438.000000;11438.500000;11438.000000;11438.000000;0
20170102 021800;11438.250000;11438.250000;11437.500000;11437.500000;0
20170102 021900;11437.750000;11438.000000;11437.500000;11437.750000;0
20170102 022000;11437.500000;11438.000000;11437.500000;11437.500000;0
20170102 022100;11437.750000;11438.500000;11436.500000;11438.500000;0
20170102 022200;11438.250000;11438.250000;11438.000000;11438.000000;0
20170102 022300;11437.500000;11438.250000;11435.000000;11438.250000;0
20170102 022400;11438.000000;11438.250000;11438.000000;11438.000000;0
20170102 022500;11438.500000;11439.000000;11437.750000;11438.000000;0
20170102 022600;11437.500000;11437.750000;11436.500000;11437.750000;0
20170102 022700;11437.500000;11438.000000;11437.500000;11437.750000;0
20170102 022800;11438.250000;11438.250000;11438.250000;11438.250000;0
20170102 022900;11438.000000;11440.000000;11437.500000;11438.750000;0
20170102 023000;11439.250000;11439.250000;11439.250000;11439.250000;0
20170102 023100;11439.750000;11440.250000;11439.250000;11440.250000;0
20170102 023200;11439.750000;11440.500000;11438.250000;11438.250000;0
20170102 023300;11438.000000;11438.500000;11437.750000;11437.750000;0
20170102 023400;11438.250000;11438.250000;11436.500000;11437.250000;0
20170102 023500;11437.750000;11437.750000;11436.500000;11437.000000;0
20170102 023600;11437.250000;11437.250000;11436.500000;11436.750000;0
20170102 023700;11436.500000;11436.750000;11435.500000;11436.000000;0
20170102 023800;11435.750000;11436.000000;11433.500000;11433.500000;0
20170102 023900;11433.000000;11433.000000;11432.000000;11433.000000;0
20170102 024000;11432.750000;11433.000000;11432.250000;11433.000000;0
20170102 024100;11432.750000;11433.000000;11428.750000;11429.000000;0
20170102 024200;11428.750000;11429.000000;11426.750000;11426.750000;0
20170102 024300;11427.000000;11427.500000;11426.750000;11427.500000;0
20170102 024400;11427.250000;11428.000000;11427.250000;11428.000000;0
20170102 024500;11427.750000;11428.000000;11427.750000;11428.000000;0
20170102 024600;11428.250000;11428.250000;11427.000000;11428.000000;0
20170102 024700;11427.750000;11428.750000;11427.750000;11428.750000;0
20170102 024800;11429.000000;11432.750000;11429.000000;11432.750000;0
20170102 024900;11433.000000;11433.000000;11431.000000;11432.000000;0
20170102 025000;11432.250000;11433.500000;11432.250000;11432.750000;0
20170102 025100;11432.500000;11433.500000;11432.500000;11433.000000;0
20170102 025200;11432.750000;11432.750000;11431.500000;11431.500000;0
20170102 025300;11431.250000;11431.250000;11431.250000;11431.250000;0
20170102 025400;11431.500000;11431.500000;11431.250000;11431.250000;0
20170102 025500;11432.000000;11434.000000;11432.000000;11434.000000;0
20170102 025600;11433.750000;11433.750000;11432.500000;11433.500000;0
20170102 025700;11433.000000;11433.500000;11433.000000;11433.500000;0
20170102 025800;11433.000000;11433.000000;11429.500000;11432.250000;0
20170102 025900;11433.500000;11433.500000;11431.250000;11432.750000;0
20170102 030000;11430.500000;11432.500000;11428.750000;11431.500000;0
20170102 030100;11431.750000;11433.750000;11430.000000;11433.750000;0
20170102 030200;11432.750000;11432.750000;11430.500000;11431.000000;0
20170102 030300;11431.500000;11431.500000;11429.000000;11431.000000;0
20170102 030400;11431.500000;11431.500000;11425.500000;11427.000000;0
20170102 030500;11426.000000;11426.000000;11416.000000;11419.750000;0
20170102 030600;11419.500000;11423.500000;11419.500000;11423.000000;0
20170102 030700;11424.000000;11427.000000;11423.250000;11424.250000;0
20170102 030800;11423.750000;11425.750000;11423.750000;11425.250000;0
20170102 030900;11425.000000;11425.500000;11421.250000;11421.250000;0
20170102 031000;11421.000000;11421.000000;11418.250000;11420.750000;0
20170102 031100;11420.500000;11421.500000;11418.500000;11421.500000;0
20170102 031200;11421.750000;11426.500000;11421.000000;11423.750000;0
20170102 031300;11424.000000;11425.000000;11423.500000;11423.750000;0
20170102 031400;11424.500000;11425.000000;11423.750000;11424.750000;0
20170102 031500;11424.250000;11425.500000;11422.500000;11423.250000;0
20170102 031600;11424.500000;11434.000000;11424.000000;11434.000000;0
20170102 031700;11434.250000;11436.750000;11432.750000;11433.500000;0
20170102 031800;11433.250000;11436.000000;11433.250000;11435.750000;0
20170102 031900;11436.250000;11438.000000;11435.500000;11437.750000;0
20170102 032000;11437.500000;11443.000000;11437.500000;11442.250000;0
20170102 032100;11442.500000;11443.000000;11441.000000;11442.250000;0
20170102 032200;11442.000000;11442.250000;11439.000000;11439.250000;0
20170102 032300;11439.500000;11440.500000;11439.000000;11439.750000;0
20170102 032400;11440.000000;11441.750000;11439.250000;11439.250000;0
20170102 032500;11439.750000;11443.000000;11439.000000;11442.250000;0
20170102 032600;11442.500000;11442.750000;11440.000000;11440.000000;0
20170102 032700;11440.250000;11441.250000;11438.750000;11441.000000;0
20170102 032800;11440.750000;11442.750000;11440.750000;11442.750000;0
20170102 032900;11443.000000;11443.500000;11442.000000;11442.500000;0
20170102 033000;11442.250000;11447.750000;11442.250000;11447.750000;0
20170102 033100;11447.500000;11450.250000;11447.000000;11450.250000;0
20170102 033200;11450.750000;11464.000000;11450.000000;11463.750000;0
20170102 033300;11463.250000;11468.750000;11461.750000;11468.750000;0
20170102 033400;11469.000000;11483.750000;11469.000000;11478.250000;0
20170102 033500;11478.750000;11482.250000;11475.500000;11475.500000;0
20170102 033600;11476.000000;11476.250000;11473.750000;11474.000000;0
20170102 033700;11474.250000;11482.250000;11474.250000;11477.250000;0
20170102 033800;11476.000000;11477.500000;11474.500000;11475.750000;0
20170102 033900;11475.500000;11475.750000;11473.500000;11473.500000;0
20170102 034000;11475.000000;11475.000000;11470.500000;11470.500000;0
20170102 034100;11470.750000;11471.000000;11470.000000;11470.000000;0
20170102 034200;11470.750000;11473.750000;11469.250000;11473.250000;0
20170102 034300;11473.500000;11473.750000;11472.000000;11473.000000;0
20170102 034400;11473.250000;11475.000000;11473.250000;11475.000000;0
20170102 034500;11475.500000;11532.000000;11475.250000;11518.000000;0
20170102 034600;11518.750000;11527.750000;11518.250000;11524.500000;0
20170102 034700;11523.750000;11524.750000;11519.750000;11520.750000;0
20170102 034800;11520.250000;11520.250000;11512.750000;11515.500000;0
20170102 034900;11515.750000;11520.500000;11514.500000;11517.250000;0
20170102 035000;11517.500000;11521.000000;11517.250000;11520.750000;0
20170102 035100;11520.250000;11522.500000;11519.750000;11520.500000;0
20170102 035200;11519.750000;11521.750000;11519.750000;11520.750000;0
20170102 035300;11521.000000;11521.500000;11518.500000;11518.500000;0
20170102 035400;11518.250000;11520.750000;11518.250000;11520.000000;0
20170102 035500;11520.750000;11523.000000;11520.000000;11520.000000;0
20170102 035600;11520.250000;11523.250000;11520.250000;11523.000000;0
20170102 035700;11523.250000;11526.750000;11523.250000;11526.750000;0
20170102 035800;11527.000000;11531.000000;11526.500000;11530.750000;0
20170102 035900;11531.000000;11535.000000;11531.000000;11535.000000;0
20170102 040000;11534.750000;11558.500000;11534.500000;11555.250000;0
20170102 040100;11554.500000;11570.750000;11554.500000;11570.750000;0
20170102 040200;11571.250000;11583.000000;11569.750000;11583.000000;0
20170102 040300;11583.500000;11585.250000;11577.250000;11581.000000;0
20170102 040400;11581.250000;11583.000000;11574.750000;11575.000000;0
20170102 040500;11574.750000;11579.250000;11574.500000;11577.250000;0
20170102 040600;11576.500000;11576.500000;11572.500000;11573.500000;0
20170102 040700;11573.250000;11573.500000;11563.750000;11567.250000;0
20170102 040800;11567.500000;11571.000000;11565.000000;11571.000000;0
20170102 040900;11570.000000;11572.000000;11567.500000;11570.250000;0
20170102 041000;11570.000000;11576.750000;11569.750000;11573.500000;0
20170102 041100;11573.250000;11574.000000;11570.500000;11574.000000;0
20170102 041200;11573.750000;11573.750000;11572.000000;11572.750000;0
20170102 041300;11572.000000;11575.000000;11570.750000;11574.500000;0
20170102 041400;11574.750000;11577.250000;11574.250000;11574.250000;0
20170102 041500;11575.000000;11581.750000;11575.000000;11581.750000;0
20170102 041600;11581.250000;11583.000000;11580.000000;11581.250000;0
20170102 041700;11581.500000;11582.750000;11580.000000;11582.750000;0
20170102 041800;11583.000000;11583.250000;11577.000000;11577.000000;0
20170102 041900;11577.250000;11578.500000;11575.500000;11575.750000;0
20170102 042000;11576.750000;11578.750000;11575.500000;11576.250000;0
20170102 042100;11576.500000;11576.500000;11570.750000;11571.750000;0
20170102 042200;11571.000000;11571.250000;11570.500000;11570.500000;0
20170102 042300;11568.750000;11569.750000;11567.750000;11568.250000;0
20170102 042400;11568.000000;11570.750000;11567.750000;11567.750000;0
20170102 042500;11568.000000;11569.500000;11567.250000;11569.250000;0
20170102 042600;11569.500000;11569.750000;11568.000000;11569.500000;0
20170102 042700;11569.250000;11570.500000;11568.500000;11570.500000;0
20170102 042800;11570.250000;11570.250000;11567.750000;11567.750000;0
20170102 042900;11568.000000;11571.500000;11567.750000;11571.500000;0
20170102 043000;11571.250000;11586.000000;11571.250000;11585.250000;0
20170102 043100;11585.500000;11586.750000;11582.750000;11585.750000;0
20170102 043200;11586.250000;11586.250000;11581.500000;11583.750000;0
20170102 043300;11582.750000;11584.000000;11581.500000;11582.750000;0
20170102 043400;11582.500000;11584.000000;11582.250000;11582.750000;0
20170102 043500;11583.250000;11583.500000;11581.000000;11581.000000;0
20170102 043600;11581.750000;11582.750000;11580.000000;11580.750000;0
20170102 043700;11580.500000;11581.250000;11580.000000;11580.250000;0
20170102 043800;11580.000000;11580.250000;11576.250000;11576.750000;0
20170102 043900;11576.250000;11577.500000;11573.500000;11573.750000;0
20170102 044000;11574.000000;11575.750000;11573.500000;11575.500000;0
20170102 044100;11575.750000;11577.250000;11575.750000;11577.250000;0
20170102 044200;11577.500000;11583.500000;11577.500000;11582.750000;0
20170102 044300;11582.500000;11583.000000;11579.000000;11579.000000;0
20170102 044400;11578.750000;11579.000000;11577.750000;11579.000000;0
20170102 044500;11579.750000;11581.250000;11579.750000;11580.250000;0
20170102 044600;11580.500000;11580.500000;11579.250000;11580.000000;0
20170102 044700;11580.250000;11584.000000;11580.000000;11583.500000;0
20170102 044800;11583.750000;11584.750000;11583.750000;11583.750000;0
20170102 044900;11583.000000;11583.000000;11578.500000;11580.000000;0
20170102 045000;11580.250000;11580.500000;11577.000000;11577.500000;0
20170102 045100;11577.000000;11577.750000;11576.000000;11577.000000;0
20170102 045200;11576.000000;11578.250000;11576.000000;11578.250000;0
20170102 045300;11578.000000;11578.000000;11577.000000;11578.000000;0
20170102 045400;11577.750000;11577.750000;11575.750000;11575.750000;0
20170102 045500;11576.000000;11576.250000;11575.750000;11576.250000;0
20170102 045600;11576.750000;11578.250000;11576.750000;11578.250000;0
20170102 045700;11578.500000;11578.500000;11578.000000;11578.500000;0
